OSP_TND_T02.2025.AVI,Promotion Order,,960004,1007576,645000365,81411,313,,11607269,1,2025-02-10 09:00:33,Normal Sales,28007,N,330,0,330,37384.26,12336805.8,8,986944.46,37384.26,N,N,,N,N,0,,1000108,
OSP_TND_T02.2025.AVI,Promotion Order,,960004,1007576,645000365,81411,313,,11607270,2,2025-02-10 09:00:33,Normal Sales,29044,N,16,0,16,672916.67,10766666.72,8,861333.34,672916.67,N,N,,N,N,0,,1000108,
OSP_TND_T02.2025.AVI,Promotion Order,,960004,1007576,645000365,81411,313,,11607271,3,2025-02-10 09:00:33,Normal Sales,35023,N,96,0,96,31875,3060000,8,244800,31875,N,N,,N,N,0,,1000108,
OSP_TND_T02.2025.AVI,Promotion Order,,960004,1007576,645000365,81411,313,,11607272,4,2025-02-10 09:00:33,Normal Sales,35030,N,48,0,48,25283.33,1213599.84,8,97087.99,25283.33,N,N,,N,N,0,,1000108,
OSP_TND_T02.2025.AVI,Promotion Order,,960004,1007576,645000365,81411,313,,11607273,5,2025-02-10 09:00:33,Normal Sales,35035,N,3,0,3,528101.85,1584305.55,8,126744.44,528101.85,N,N,,N,N,0,,1000108,
OSP_TND_T02.2025.AVI,Promotion Order,,960004,1007576,645000365,81411,313,,11607274,6,2025-02-10 09:00:33,Normal Sales,45032,N,2,0,2,330340.74,660681.48,8,52854.52,330340.74,N,N,,N,N,0,,1000108,
OSP_TND_T02.2025.AVI,Promotion Order,,960004,1007576,645000365,81411,313,,11607275,7,2025-02-10 09:00:33,Normal Sales,65002,N,888,0,888,29907.41,26557780.08,8,2124622.41,29907.41,N,N,,N,N,0,,1000108,
OSP_TND_T02.2025.AVI,Promotion Order,,960004,1007576,645000365,81411,313,,11607276,8,2025-02-10 09:00:33,Normal Sales,76032,N,1,0,1,887384.26,887384.26,8,70990.74,887384.26,N,N,,N,N,0,,1000108,
OSP_TND_T02.2025.AVI,Promotion Order,,960004,1007576,645000365,81411,313,,11607277,9,2025-02-10 09:00:33,Normal Sales,76036,N,2,0,2,515115.74,1030231.48,8,82418.52,515115.74,N,N,,N,N,0,,1000108,
OSP_TND_T02.2025.AVI,Promotion Order,,960004,1007576,645000365,81411,313,,11607278,10,2025-02-10 09:00:33,Normal Sales,77008,N,100,0,100,13477.78,1347778,8,107822.24,13477.78,N,N,,N,N,0,,1000108,
OSP_TND_T02.2025.AVI,Promotion Order,,960004,1007576,645000365,81411,313,,11607279,11,2025-02-10 09:00:33,Normal Sales,77009,N,112,0,112,9641.67,1079867.04,8,86389.36,9641.67,N,N,,N,N,0,,1000108,
OSP_TND_T02.2025.AVI,Promotion Order,,960004,1007576,645000365,81411,313,,11607280,12,2025-02-10 09:00:33,Normal Sales,79006,N,360,0,360,45018.52,16206667.2,8,1296533.38,45018.52,N,N,,N,N,0,,1000108,
OSP_TND_T02.2025.AVI,Promotion Order,,960004,1007576,645000365,81411,313,,11607281,13,2025-02-10 09:00:33,Normal Sales,83008,N,2,0,2,712268.52,1424537.04,8,113962.96,712268.52,N,N,,N,N,0,,1000108,
OSP_TND_T02.2025.AVI,Promotion Order,,960004,1007576,645000365,81411,313,,11607282,14,2025-02-10 09:00:33,Normal Sales,89012,N,6,0,6,316388.89,1898333.34,8,151866.67,316388.89,N,N,,N,N,0,,1000108,
OSP_TND_T02.2025.AVI,Promotion Order,,960004,1007576,645000365,81411,313,,11607283,15,2025-02-10 09:00:33,Normal Sales,89013,N,19,0,19,677638.89,12875138.91,8,1030011.11,677638.89,N,N,,N,N,0,,1000108,
OSP_TND_T02.2025.AVI,Promotion Order,,960004,1007576,645000365,81411,313,,11607284,16,2025-02-10 09:00:33,Normal Sales,89017,N,3,0,3,677638.89,2032916.67,8,162633.33,677638.89,N,N,,N,N,0,,1000108,
