90677592,Promotion Order,,VC_12363150_1,1002206,100082318,78419,760,,10262173865509912,1,2025-02-04 14:44:59,1057348,79006,N,120,0,120,52169,6260280,8,500822.4,52169,N,N,,N,Y,0,,1000105,
90677592,Promotion Order,,VC_12363150_1,1002206,100082318,78419,760,,10262173865509913,2,2025-02-04 14:44:59,1057348,89017,N,12,0,12,785264,9423168,8,753853.44,785264,N,N,,N,Y,0,,1000105,
90677592,Promotion Order,,VC_12363150_1,1002206,100082318,78419,760,,10262173865509914,3,2025-02-04 14:44:59,1057348,89013,N,12,0,12,785264,9423168,8,753853.44,785264,N,N,,N,Y,0,,1000105,
90677592,Promotion Order,,VC_12363150_1,1002206,100082318,78419,760,,10262173865509915,4,2025-02-04 14:44:59,1057348,83008,N,6,0,6,825394,4952364,8,396189.12,825394,N,N,,N,Y,0,,1000105,
90677592,Promotion Order,,VC_12363150_1,1002206,100082318,78419,760,,10262173865509916,5,2025-02-04 14:44:59,1057348,29046,N,12,1,0,779792,9357504,8,748600.32,779792,N,N,,N,Y,0,,1000105,
90677592,Promotion Order,,VC_12363150_1,1002206,100082318,78419,760,,10262173865509917,6,2025-02-04 14:44:59,1057348,65002,N,240,10,0,35185,8444400,8,675552,35185,N,N,,N,Y,0,,1000105,
90677592,Promotion Order,,VC_12363150_1,1002206,100082318,78419,760,,10262173865509918,7,2025-02-04 14:44:59,1057348,43023,N,6,0,6,279545,1677270,8,134181.6,279545,N,N,,N,Y,0,,1000105,
90677592,Promotion Order,,VC_12363150_1,1002206,100082318,78419,760,,10262173865509919,8,2025-02-04 14:44:59,1057348;1057447,77008,N,480,10,0,15856,7610880,8,608870.4,15856,Y,N,,Y,Y,0;608870.37,,1000105,
90677592,Promotion Order,,VC_12363150_1,1002206,100082318,78419,760,,10262173865509920,9,2025-02-04 14:44:59,1057348,29044,N,12,1,0,779792,9357504,8,748600.32,779792,N,N,,N,Y,0,,1000105,
90677592,Promotion Order,,VC_12363150_1,1002206,100082318,78419,760,,11575031,10,2025-02-04 14:44:59,1057447,,Y,1,0,1,608870.37,608870.37,8,48709.63,0,N,N,,Y,Y,608870.37,,1000105,
