100055580,CONG TY TNHH XUAT- NHAP KHAU VA BAN LE HANG TIEU DUNG HA NOI,CÔNG TY TNHH XUẤT - NHẬP KHẨU VÀ BÁN LẺ HÀNG TIÊU DÙNG HÀ NỘI,01,,,BRG,CÔNG TY TNHH BÁN LẺ BRG,Số 3 Phố Đặng Thái Thân,Phường Phan Chu Trinh,Quận Hoàn Kiếm,TP. Hà Nội&&Việt Nam,Phường Phan Chu Trinh,QUAN HOAN KIEM,HNI,61318,01674547481,MT,MM_C,0108609950,15ND,MT Price List 1 %,BRG,None,1,12373659,M&FS,N,N,H,2,Y,,,,,,,,,,,P.Thu KH (trade),ART,,,Y,N,104.94296192773237,18.265869240822028,,,,,,,BANK,Y,N,N,1000103
100055580,CONG TY TNHH XUAT- NHAP KHAU VA BAN LE HANG TIEU DUNG HA NOI,CÔNG TY TNHH XUẤT - NHẬP KHẨU VÀ BÁN LẺ HÀNG TIÊU DÙNG HÀ NỘI,01,,,BRG,CÔNG TY TNHH XUẤT - NHẬP KHẨU VÀ BÁN LẺ HÀNG TIÊU DÙNG HÀ NỘI,Ngõ 673 Ngọc Hồi Thôn Cương Ngô,Xã Tứ Hiệp,Huyện Thanh Trì,TP. Hà Nội,Xã Tứ Hiệp,HUYEN THANH TRI,HNI,61319,01674547481,MT,MM_C,0108609950,15ND,MT Price List 1 %,BRG,None,1,12373659,M&FS,N,N,H,2,Y,,,,,,,,,,,P.Thu KH (trade),ART,,,Y,N,104.94296192773237,18.265869240822028,,,,,,,BANK,Y,Y,N,1000103
100055580,CONG TY TNHH XUAT- NHAP KHAU VA BAN LE HANG TIEU DUNG HA NOI,CÔNG TY TNHH XUẤT - NHẬP KHẨU VÀ BÁN LẺ HÀNG TIÊU DÙNG HÀ NỘI,01,,,BRG,CÔNG TY TNHH XUẤT-NHẬP KHẨU VÀ BÁN LẺ HÀNG TIÊU DÙNG HÀ NỘI,12 Quán Thánh,Phường Quán Thánh,Quận Ba Đình,TP. Hà Nội,Phường Quán Thánh,QUAN BA DINH,HNI,69835,01674547481,MT,MM_C,0108609950,15ND,MT Price List 1 %,BRG,None,1,12373659,M&FS,N,N,H,2,Y,,,,,,,,,,,P.Thu KH (trade),ART,,,Y,N,104.94296192773237,18.265869240822028,,,,,,,BANK,Y,Y,Y,1000103
100055580,CONG TY TNHH XUAT- NHAP KHAU VA BAN LE HANG TIEU DUNG HA NOI,CÔNG TY TNHH XUẤT - NHẬP KHẨU VÀ BÁN LẺ HÀNG TIÊU DÙNG HÀ NỘI,01,,,BRG,,Ecohome 3 Tân Xuân,Phường Đông Ngạc,Quận Bắc Từ Liêm,TP. Hà Nội,Phường Đông Ngạc,QUAN BAC TU LIEM,HNI,69836,01674547481,MT,MM_C,0108609950,15ND,MT Price List 1 %,BRG,None,1,12373659,M&FS,N,N,H,2,Y,,,,,,,,,,,P.Thu KH (trade),ART,,,Y,N,104.94296192773237,18.265869240822028,,,,,,,BANK,Y,Y,N,1000103
100055580,CONG TY TNHH XUAT- NHAP KHAU VA BAN LE HANG TIEU DUNG HA NOI,CÔNG TY TNHH XUẤT - NHẬP KHẨU VÀ BÁN LẺ HÀNG TIÊU DÙNG HÀ NỘI,01,,,BRG,,Số 1 Lý Nam Đế,Phường Hàng Mã,Quận Hoàn Kiếm,TP. Hà Nội,Phường Hàng Mã,QUAN HOAN KIEM,HNI,69837,01674547481,MT,MM_C,0108609950,15ND,MT Price List 1 %,BRG,None,1,12373659,M&FS,N,N,H,2,Y,,,,,,,,,,,P.Thu KH (trade),ART,,,Y,N,104.94296192773237,18.265869240822028,,,,,,,BANK,Y,Y,N,1000103
100055580,CONG TY TNHH XUAT- NHAP KHAU VA BAN LE HANG TIEU DUNG HA NOI,CÔNG TY TNHH XUẤT - NHẬP KHẨU VÀ BÁN LẺ HÀNG TIÊU DÙNG HÀ NỘI,01,,,BRG,,63 Hàng Trống,Phường Hàng Trống,Quận Hoàn Kiếm,TP. Hà Nội,Phường Hàng Trống,QUAN HOAN KIEM,HNI,69838,01674547481,MT,MM_C,0108609950,15ND,MT Price List 1 %,BRG,None,1,12373659,M&FS,N,N,H,2,Y,,,,,,,,,,,P.Thu KH (trade),ART,,,Y,N,104.94296192773237,18.265869240822028,,,,,,,BANK,Y,Y,N,1000103
100055580,CONG TY TNHH XUAT- NHAP KHAU VA BAN LE HANG TIEU DUNG HA NOI,CÔNG TY TNHH XUẤT - NHẬP KHẨU VÀ BÁN LẺ HÀNG TIÊU DÙNG HÀ NỘI,01,,,BRG,,15-17 Đội Cấn,Phường Đội Cấn,Quận Ba Đình,TP. Hà Nội,Phường Đội Cấn,QUAN BA DINH,HNI,69839,01674547481,MT,MM_C,0108609950,15ND,MT Price List 1 %,BRG,None,1,12373659,M&FS,N,N,H,2,Y,,,,,,,,,,,P.Thu KH (trade),ART,,,Y,N,104.94296192773237,18.265869240822028,,,,,,,BANK,Y,Y,N,1000103
100055580,CONG TY TNHH XUAT- NHAP KHAU VA BAN LE HANG TIEU DUNG HA NOI,CÔNG TY TNHH XUẤT - NHẬP KHẨU VÀ BÁN LẺ HÀNG TIÊU DÙNG HÀ NỘI,01,,,BRG,,B26 Huỳnh Thúc Kháng,Phường Láng Hạ,Quận Đống Đa,TP. Hà Nội,Phường Láng Hạ,QUAN DONG DA,HNI,69840,01674547481,MT,MM_C,0108609950,15ND,MT Price List 1 %,BRG,None,1,12373659,M&FS,N,N,H,2,Y,,,,,,,,,,,P.Thu KH (trade),ART,,,Y,N,104.94296192773237,18.265869240822028,,,,,,,BANK,Y,Y,N,1000103
100055580,CONG TY TNHH XUAT- NHAP KHAU VA BAN LE HANG TIEU DUNG HA NOI,CÔNG TY TNHH XUẤT - NHẬP KHẨU VÀ BÁN LẺ HÀNG TIÊU DÙNG HÀ NỘI,01,,,BRG,,Số 51 Phố Lê Đại Hành,Phường Lê Đại Hành,Quận Hai Bà Trưng,TP. Hà Nội&&Việt Nam,Phường Lê Đại Hành,QUAN HAI BA TRUNG,HNI,74937,01674547481,MT,MM_C,0108609950,15ND,MT Price List 1 %,BRG,None,1,12373659,M&FS,N,N,H,2,Y,,,,,,,,,,,P.Thu KH (trade),ART,,,N,Y,104.94296192773237,18.265869240822028,,,,,,,BANK,Y,Y,N,1000103
100055580,CONG TY TNHH XUAT- NHAP KHAU VA BAN LE HANG TIEU DUNG HA NOI,CÔNG TY TNHH XUẤT - NHẬP KHẨU VÀ BÁN LẺ HÀNG TIÊU DÙNG HÀ NỘI,01,,,BRG,,Trung Tâm Thương Mại Phố Nối .,Xã Nghĩa Hiệp,Huyện Yên Mỹ,Tỉnh Hưng Yên&&Việt Nam,Xã Nghĩa Hiệp,HUYEN YEN MY,HYN,79837,01674547481,MT,MM_C,0108609950,15ND,MT Price List 1 %,BRG,None,1,12373659,M&FS,N,N,H,2,Y,,,,,,,,,,,P.Thu KH (trade),ART,,,Y,N,104.94296192773237,18.265869240822028,,,,,,,BANK,Y,Y,N,1000103
