4168452835,Promotion Order,,12074470,1002207,752004804,2233654,6364,7964,7711173882936112,1,2025-02-06 15:09:21,1057363,89017,N,24,0,24,781278,18750672,8,1500053.76,781278,N,N,,N,Y,0,,1000103,
4168452835,Promotion Order,,12074470,1002207,752004804,2233654,6364,7964,7711173882936113,2,2025-02-06 15:09:21,1057363,89013,N,24,0,24,781278,18750672,8,1500053.76,781278,N,N,,N,Y,0,,1000103,
4168452835,Promotion Order,,12074470,1002207,752004804,2233654,6364,7964,7711173882936114,3,2025-02-06 15:09:21,1057363,76165,N,6,0,6,1023102,6138612,8,491088.96,1023102,N,N,,N,Y,0,,1000103,
4168452835,Promotion Order,,12074470,1002207,752004804,2233654,6364,7964,7711173882936115,4,2025-02-06 15:09:21,1057363,76035,N,6,0,6,285833,1714998,8,137199.84,285833,N,N,,N,Y,0,,1000103,
4168452835,Promotion Order,,12074470,1002207,752004804,2233654,6364,7964,7711173882936116,5,2025-02-06 15:09:21,1057363,89014,N,6,0,6,781278,4687668,8,375013.44,781278,N,N,,N,Y,0,,1000103,
4168452835,Promotion Order,,12074470,1002207,752004804,2233654,6364,7964,7711173882936117,6,2025-02-06 15:09:21,1057363,89016,N,6,0,6,364778,2188668,8,175093.44,364778,N,N,,N,Y,0,,1000103,
4168452835,Promotion Order,,12074470,1002207,752004804,2233654,6364,7964,7711173882936118,7,2025-02-06 15:09:21,1057363,89012,N,12,0,12,364778,4377336,8,350186.88,364778,N,N,,N,Y,0,,1000103,
4168452835,Promotion Order,,12074470,1002207,752004804,2233654,6364,7964,7711173882936119,8,2025-02-06 15:09:21,1057363;1056754,29046,N,12,0,12,775833,9309996,8,744799.68,775833,N,N,,Y,Y,0;0,,1000103,
4168452835,Promotion Order,,12074470,1002207,752004804,2233654,6364,7964,11589620,9,2025-02-06 15:09:21,1056754,L2424,N,6,6,0,0,0,0,0,0,N,Y,7711173882936119;7711173882936120,Y,N,0,,1000103,
4168452835,Promotion Order,,12074470,1002207,752004804,2233654,6364,7964,7711173882936120,10,2025-02-06 15:09:21,1057363;1056754,29044,N,12,0,12,775833,9309996,8,744799.68,775833,N,N,,Y,Y,0;0,,1000103,
4168452835,Promotion Order,,12074470,1002207,752004804,2233654,6364,7964,7711173882936121,11,2025-02-06 15:09:21,1057363,48038,N,2,0,2,537663,1075326,8,86026.08,537663,N,N,,N,Y,0,,1000103,
4168452835,Promotion Order,,12074470,1002207,752004804,2233654,6364,7964,7711173882936122,12,2025-02-06 15:09:21,1057363,45032,N,2,0,2,388636,777272,8,62181.76,388636,N,N,,N,Y,0,,1000103,
4168452835,Promotion Order,,12074470,1002207,752004804,2233654,6364,7964,7711173882936123,13,2025-02-06 15:09:21,1057363,70009,N,2,0,2,389772,779544,8,62363.52,389772,N,N,,N,Y,0,,1000103,
4168452835,Promotion Order,,12074470,1002207,752004804,2233654,6364,7964,7711173882936124,14,2025-02-06 15:09:21,1057363,10029,N,1,0,1,200900,200900,8,16072,200900,N,N,,N,Y,0,,1000103,
