90815245,Promotion Order,,140139,1002206,100082328,78429,811,2061,8661173865895166,1,2025-02-04 15:49:11,1057348;1056756,89015,N,6,0,6,785264,4711584,8,376926.72,785264,N,N,,Y,Y,0;0,,1000107,
90815245,Promotion Order,,140139,1002206,100082328,78429,811,2061,11576274,2,2025-02-04 15:49:11,1056756,E2439,N,2,2,0,0,0,0,0,0,N,Y,8661173865895166,Y,N,0,,1000107,
90815245,Promotion Order,,140139,1002206,100082328,78429,811,2061,8661173865895167,3,2025-02-04 15:49:11,1057348,89012,N,6,0,6,366639,2199834,8,175986.72,366639,N,N,,N,Y,0,,1000107,
90815245,Promotion Order,,140139,1002206,100082328,78429,811,2061,8661173865895168,4,2025-02-04 15:49:11,1057348;1057447,77009,N,96,2,0,11343,1088928,8,87114.24,11343,Y,N,,Y,Y,0;87113.89,,1000107,
90815245,Promotion Order,,140139,1002206,100082328,78429,811,2061,8661173865895169,5,2025-02-04 15:49:11,1057348,43023,N,3,0,3,279545,838635,8,67090.8,279545,N,N,,N,Y,0,,1000107,
90815245,Promotion Order,,140139,1002206,100082328,78429,811,2061,8661173865895170,6,2025-02-04 15:49:11,1057348;1058365,45031,N,3,0,3,657727,1973181,8,157854.48,657727,N,N,,Y,Y,0;0,,1000107,
90815245,Promotion Order,,140139,1002206,100082328,78429,811,2061,11576279,7,2025-02-04 15:49:11,1058365,G2467,N,3,3,0,0,0,0,0,0,N,Y,8661173865895170;8661173865895172,Y,N,0,,1000107,
90815245,Promotion Order,,140139,1002206,100082328,78429,811,2061,8661173865895171,8,2025-02-04 15:49:11,1057348;1057447,77008,N,96,2,0,15856,1522176,8,121774.08,15856,Y,N,,Y,Y,0;121774.07,,1000107,
90815245,Promotion Order,,140139,1002206,100082328,78429,811,2061,8661173865895172,9,2025-02-04 15:49:11,1057348;1058365,48038,N,3,0,3,540406,1621218,8,129697.44,540406,N,N,,Y,Y,0;0,,1000107,
90815245,Promotion Order,,140139,1002206,100082328,78429,811,2061,11576282,10,2025-02-04 15:49:11,1057447,,Y,1,0,1,208887.96,208887.96,8,16711.04,0,N,N,,Y,Y,208887.96,,1000107,
