B2503046399205,Promotion Order,,140128,1002207,410000015,1374742,811,2061,9292173855249006,1,2025-02-03 10:14:50,1057357,42019,N,12,1,0,315909,3790908,8,303272.64,315909,N,N,,N,Y,0,,1000107,
B2503046399205,Promotion Order,,140128,1002207,410000015,1374742,811,2061,9292173855249007,2,2025-02-03 10:14:50,1057357;1058365,45032,N,12,1,0,388636,4663632,8,373090.56,388636,N,N,,Y,Y,0;0,,1000107,
B2503046399205,Promotion Order,,140128,1002207,410000015,1374742,811,2061,11563284,3,2025-02-03 10:14:50,1058365,G2467,N,4,4,0,0,0,0,0,0,N,Y,9292173855249007,Y,N,0,,1000107,
B2503046399205,Promotion Order,,140128,1002207,410000015,1374742,811,2061,9292173855249008,4,2025-02-03 10:14:50,1057357,76035,N,24,1,0,285833,6859992,8,548799.36,285833,N,N,,N,Y,0,,1000107,
B2503046399205,Promotion Order,,140128,1002207,410000015,1374742,811,2061,9292173855249009,5,2025-02-03 10:14:50,1057357,76165,N,6,0,6,1023102,6138612,8,491088.96,1023102,N,N,,N,Y,0,,1000107,
B2503046399205,Promotion Order,,140128,1002207,410000015,1374742,811,2061,9292173855249010,6,2025-02-03 10:14:50,1057357;1056756,83008,N,12,1,0,821204,9854448,8,788355.84,821204,N,N,,Y,Y,0;0,,1000107,
B2503046399205,Promotion Order,,140128,1002207,410000015,1374742,811,2061,11563288,7,2025-02-03 10:14:50,1056756,E2439,N,4,4,0,0,0,0,0,0,N,Y,9292173855249010;9292173855249013;9292173855249014,Y,N,0,,1000107,
B2503046399205,Promotion Order,,140128,1002207,410000015,1374742,811,2061,9292173855249011,8,2025-02-03 10:14:50,1057357,29043,N,24,1,0,353889,8493336,8,679466.88,353889,N,N,,N,Y,0,,1000107,
B2503046399205,Promotion Order,,140128,1002207,410000015,1374742,811,2061,9292173855249012,9,2025-02-03 10:14:50,1057357,29189,N,12,0,12,775833,9309996,8,744799.68,775833,N,N,,N,Y,0,,1000107,
B2503046399205,Promotion Order,,140128,1002207,410000015,1374742,811,2061,9292173855249013,10,2025-02-03 10:14:50,1057357;1056756,89014,N,12,1,0,781278,9375336,8,750026.88,781278,N,N,,Y,Y,0;0,,1000107,
B2503046399205,Promotion Order,,140128,1002207,410000015,1374742,811,2061,9292173855249014,11,2025-02-03 10:14:50,1057357;1056756,89015,N,24,2,0,781278,18750672,8,1500053.76,781278,N,N,,Y,Y,0;0,,1000107,
